BUKRS,BELNR,GJAHR,BLDAT,BUDAT,BLART,WAERK,USNAM,XBLNR,BKTXT
1000,0000000338,2023,20210511,20231125,ZP,EUR,USER014,REF61987,Expense report
3000,0000000339,2022,20240507,20210802,AB,USD,USER035,REF95029,Salary posting
2000,0000000340,2022,20220106,20221116,AB,USD,USER007,REF71537,Salary posting
1000,0000000341,2022,20211002,20220427,RE,EUR,USER015,REF29126,Invoice payment
2000,0000000342,2024,20230411,20230401,AB,USD,USER010,REF35715,Salary posting
1000,0000000343,2023,20230312,20240902,KR,USD,USER036,REF95800,Customer receipt
2000,0000000344,2022,20240412,20240809,AB,EUR,USER042,REF74303,Asset acquisition
1000,0000000345,2022,20201212,20201013,ZP,USD,USER012,REF81058,Customer receipt
1000,0000000346,2024,20200310,20240914,RE,EUR,USER004,REF10836,Asset acquisition
1000,0000000347,2021,20200519,20231219,KR,COP,USER014,REF76287,Asset acquisition
2000,0000000348,2020,20230619,20230730,ZP,USD,USER043,REF73944,Invoice payment
1000,0000000349,2024,20230203,20220422,RE,COP,USER034,REF46010,Vendor payment
2000,0000000350,2020,20221025,20240723,AB,COP,USER007,REF22624,Vendor payment
1000,0000000351,2021,20210128,20230623,ZP,USD,USER023,REF45038,Asset acquisition
1000,0000000352,2022,20220411,20220729,ZP,COP,USER045,REF39603,Salary posting
3000,0000000353,2020,20230831,20241023,RE,COP,USER026,REF59710,Asset acquisition
3000,0000000354,2023,20200424,20230728,RE,EUR,USER011,REF20837,Asset acquisition
2000,0000000355,2022,20230304,20241023,RE,EUR,USER003,REF40115,Expense report
3000,0000000356,2024,20220831,20210709,RE,COP,USER044,REF46749,Vendor payment
3000,0000000357,2020,20210102,20241007,SA,COP,USER014,REF86943,Expense report
3000,0000000358,2023,20200606,20210904,KR,EUR,USER016,REF84277,Asset acquisition
3000,0000000359,2024,20211110,20220225,KR,EUR,USER047,REF20279,Vendor payment
3000,0000000360,2022,20200419,20200719,AB,COP,USER005,REF54642,Vendor payment
3000,0000000361,2024,20220323,20240503,SA,COP,USER041,REF45825,Asset acquisition
2000,0000000362,2021,20211229,20230206,AB,USD,USER012,REF99088,Vendor payment
3000,0000000363,2023,20200624,20240430,ZP,USD,USER016,REF19634,Invoice payment
2000,0000000364,2021,20220217,20231228,KR,EUR,USER025,REF51507,Salary posting
1000,0000000365,2020,20200111,20210923,AB,USD,USER049,REF45358,Invoice payment
1000,0000000366,2020,20210118,20220601,AB,EUR,USER036,REF77166,Asset acquisition
1000,0000000367,2020,20200702,20211225,ZP,COP,USER039,REF88386,Salary posting
2000,0000000368,2020,20210820,20220427,AB,COP,USER047,REF83339,Expense report
3000,0000000369,2024,20201213,20231104,AB,COP,USER009,REF45247,Salary posting
2000,0000000370,2023,20201025,20200509,KR,USD,USER018,REF65194,Salary posting
2000,0000000371,2020,20220109,20210530,KR,EUR,USER041,REF74985,Vendor payment
3000,0000000372,2021,20220726,20200807,KR,USD,USER001,REF61864,Salary posting
3000,0000000373,2023,20240704,20241031,SA,USD,USER022,REF66441,Customer receipt
3000,0000000374,2021,20210907,20211018,ZP,EUR,USER013,REF72784,Salary posting
1000,0000000375,2023,20211015,20210819,AB,EUR,USER016,REF52714,Asset acquisition
2000,0000000376,2023,20220117,20200821,ZP,COP,USER038,REF81516,Expense report
3000,0000000377,2024,20200225,20240129,AB,EUR,USER014,REF67469,Salary posting
3000,0000000378,2020,20240804,20241002,AB,EUR,USER032,REF28242,Customer receipt
2000,0000000379,2021,20210601,20230910,KR,EUR,USER028,REF59412,Invoice payment
2000,0000000380,2024,20220908,20230407,AB,EUR,USER033,REF64827,Vendor payment
1000,0000000381,2022,20231207,20240721,ZP,EUR,USER041,REF21138,Invoice payment
1000,0000000382,2022,20201206,20230818,ZP,COP,USER037,REF94545,Customer receipt
3000,0000000383,2023,20240321,20211110,AB,COP,USER001,REF22924,Salary posting
1000,0000000384,2024,20240309,20221128,ZP,EUR,USER045,REF85397,Expense report
2000,0000000385,2022,20220312,20220806,ZP,EUR,USER033,REF29758,Salary posting
1000,0000000386,2023,20200802,20210828,AB,COP,USER008,REF28569,Salary posting
2000,0000000387,2022,20220721,20240525,KR,EUR,USER031,REF55652,Asset acquisition
1000,0000000388,2023,20240118,20231127,AB,USD,USER005,REF49356,Invoice payment
3000,0000000389,2020,20200216,20241005,SA,EUR,USER007,REF98754,Expense report
3000,0000000390,2021,20221122,20201223,ZP,COP,USER022,REF83380,Asset acquisition
2000,0000000391,2021,20240621,20220409,KR,COP,USER041,REF96154,Asset acquisition
2000,0000000392,2020,20240219,20230611,KR,USD,USER038,REF66302,Asset acquisition
1000,0000000393,2021,20210225,20210724,RE,EUR,USER007,REF80371,Expense report
2000,0000000394,2022,20210207,20220726,RE,USD,USER043,REF74157,Vendor payment
3000,0000000395,2022,20230507,20220306,ZP,USD,USER038,REF24972,Salary posting
2000,0000000396,2023,20230618,20201219,SA,EUR,USER038,REF21108,Customer receipt
1000,0000000397,2022,20200829,20210503,SA,COP,USER012,REF58929,Customer receipt
1000,0000000398,2024,20220306,20220506,ZP,COP,USER037,REF60293,Asset acquisition
1000,0000000399,2023,20230725,20230105,KR,EUR,USER011,REF74178,Salary posting
1000,0000000400,2021,20211006,20240920,AB,EUR,USER004,REF57059,Invoice payment
2000,0000000401,2021,20210203,20240727,AB,EUR,USER033,REF95599,Asset acquisition
2000,0000000402,2023,20220501,20231225,AB,USD,USER011,REF20835,Vendor payment
1000,0000000403,2021,20210821,20200307,SA,COP,USER035,REF47836,Expense report
2000,0000000404,2024,20240229,20240501,AB,EUR,USER033,REF24838,Vendor payment
1000,0000000405,2022,20240506,20230117,SA,EUR,USER049,REF15453,Customer receipt
2000,0000000406,2024,20210323,20220520,RE,EUR,USER042,REF42444,Salary posting
1000,0000000407,2023,20210622,20211214,RE,USD,USER008,REF41056,Expense report
3000,0000000408,2024,20231112,20211219,ZP,EUR,USER028,REF31755,Vendor payment
1000,0000000409,2021,20240724,20210227,RE,EUR,USER023,REF79767,Salary posting
3000,0000000410,2024,20201210,20211024,SA,USD,USER037,REF45041,Vendor payment
3000,0000000411,2020,20201004,20240316,AB,COP,USER018,REF95969,Expense report
3000,0000000412,2021,20210526,20201026,SA,COP,USER049,REF98635,Asset acquisition
2000,0000000413,2021,20230328,20230719,SA,EUR,USER027,REF59174,Asset acquisition
1000,0000000414,2020,20220405,20221121,SA,EUR,USER024,REF69597,Asset acquisition
2000,0000000415,2024,20200106,20241114,RE,EUR,USER030,REF93209,Customer receipt
3000,0000000416,2022,20241007,20200509,ZP,USD,USER014,REF66314,Expense report
2000,0000000417,2022,20211023,20240823,SA,USD,USER036,REF85750,Expense report
3000,0000000418,2023,20240602,20211204,RE,COP,USER007,REF92074,Asset acquisition
1000,0000000419,2020,20241022,20201119,AB,USD,USER001,REF66072,Expense report
3000,0000000420,2021,20241211,20230824,SA,COP,USER018,REF22234,Customer receipt
2000,0000000421,2022,20200617,20220131,KR,COP,USER026,REF91999,Salary posting
3000,0000000422,2021,20220529,20230904,RE,EUR,USER007,REF10142,Expense report
2000,0000000423,2020,20200928,20230430,KR,EUR,USER044,REF68335,Invoice payment
1000,0000000424,2022,20240731,20200903,AB,EUR,USER009,REF72613,Invoice payment
1000,0000000425,2023,20200701,20240205,RE,COP,USER021,REF58177,Salary posting
1000,0000000426,2023,20240503,20240723,KR,EUR,USER044,REF28724,Invoice payment
3000,0000000427,2024,20200118,20230603,KR,USD,USER023,REF37925,Customer receipt
3000,0000000428,2021,20220423,20230615,AB,COP,USER006,REF23168,Expense report
1000,0000000429,2024,20240204,20220225,SA,USD,USER021,REF28327,Expense report
2000,0000000430,2020,20210523,20230207,ZP,EUR,USER047,REF89638,Salary posting
3000,0000000431,2020,20241002,20240930,SA,COP,USER034,REF89551,Vendor payment
1000,0000000432,2023,20210828,20230816,RE,COP,USER032,REF60578,Invoice payment
1000,0000000433,2023,20230730,20230501,RE,EUR,USER001,REF57329,Salary posting
1000,0000000434,2023,20241028,20240914,ZP,USD,USER024,REF81612,Customer receipt
1000,0000000435,2023,20240426,20200529,RE,EUR,USER005,REF11807,Salary posting
1000,0000000436,2020,20200503,20240604,AB,EUR,USER019,REF92388,Customer receipt
3000,0000000437,2023,20220517,20231208,AB,COP,USER041,REF80328,Vendor payment
3000,0000000438,2021,20210722,20200620,SA,COP,USER033,REF36633,Expense report
3000,0000000439,2022,20220311,20230416,RE,USD,USER045,REF67342,Customer receipt
1000,0000000440,2020,20210515,20200625,AB,COP,USER030,REF90254,Vendor payment
1000,0000000441,2022,20230926,20240227,KR,COP,USER001,REF27984,Customer receipt
1000,0000000442,2021,20221013,20211211,ZP,EUR,USER047,REF43980,Expense report
2000,0000000443,2021,20240315,20240518,SA,EUR,USER008,REF13847,Salary posting
2000,0000000444,2022,20221208,20200510,SA,EUR,USER037,REF92251,Invoice payment
2000,0000000445,2023,20221112,20220107,RE,USD,USER037,REF31873,Salary posting
1000,0000000446,2022,20240502,20200729,ZP,EUR,USER047,REF25117,Expense report
3000,0000000447,2024,20200106,20200331,RE,COP,USER003,REF71835,Salary posting
2000,0000000448,2021,20210101,20241022,RE,EUR,USER046,REF95944,Asset acquisition
1000,0000000449,2022,20210523,20220502,SA,USD,USER005,REF84912,Salary posting
1000,0000000450,2024,20231010,20200417,KR,COP,USER034,REF16019,Asset acquisition
1000,0000000451,2023,20241108,20210801,SA,USD,USER006,REF82494,Asset acquisition
1000,0000000452,2022,20210214,20210820,ZP,USD,USER048,REF91620,Expense report
2000,0000000453,2022,20230426,20221007,KR,EUR,USER035,REF42129,Expense report
1000,0000000454,2023,20200218,20210422,ZP,USD,USER041,REF11257,Salary posting
1000,0000000455,2023,20241004,20240220,SA,COP,USER014,REF79443,Expense report
2000,0000000456,2023,20200502,20201018,SA,COP,USER003,REF40339,Vendor payment
2000,0000000457,2022,20220727,20240311,RE,EUR,USER007,REF76247,Expense report
3000,0000000458,2023,20200602,20230427,ZP,COP,USER028,REF96827,Expense report
1000,0000000459,2022,20210618,20241008,SA,USD,USER045,REF52762,Salary posting
2000,0000000460,2022,20210423,20200601,KR,COP,USER050,REF86638,Invoice payment
1000,0000000461,2020,20201202,20220709,AB,USD,USER027,REF25825,Vendor payment
2000,0000000462,2021,20220714,20210923,AB,USD,USER008,REF21851,Expense report
3000,0000000463,2022,20240819,20231214,ZP,COP,USER014,REF52964,Expense report
1000,0000000464,2021,20211229,20220322,ZP,COP,USER044,REF49169,Salary posting
1000,0000000465,2020,20220408,20241016,AB,EUR,USER048,REF82105,Expense report
1000,0000000466,2023,20200727,20240704,KR,COP,USER001,REF18083,Expense report
1000,0000000467,2021,20240813,20220331,SA,EUR,USER041,REF94500,Invoice payment
3000,0000000468,2024,20210614,20240722,RE,COP,USER005,REF35919,Customer receipt
2000,0000000469,2021,20200707,20241001,SA,COP,USER003,REF70423,Invoice payment
1000,0000000470,2024,20220606,20240809,AB,USD,USER002,REF60165,Customer receipt
2000,0000000471,2021,20211225,20210315,KR,USD,USER018,REF68459,Expense report
1000,0000000472,2024,20230622,20230617,KR,EUR,USER019,REF75390,Asset acquisition
3000,0000000473,2023,20200504,20200628,SA,USD,USER009,REF64949,Expense report
3000,0000000474,2024,20210525,20230715,ZP,COP,USER025,REF57069,Asset acquisition
3000,0000000475,2023,20211205,20230304,ZP,USD,USER025,REF45446,Expense report
1000,0000000476,2022,20230507,20210324,RE,USD,USER004,REF71824,Vendor payment
2000,0000000477,2024,20210421,20201122,RE,COP,USER043,REF41608,Salary posting
3000,0000000478,2020,20240413,20210325,ZP,USD,USER023,REF32768,Expense report
1000,0000000479,2024,20211013,20240709,SA,EUR,USER002,REF56095,Vendor payment
3000,0000000480,2021,20230227,20210120,AB,EUR,USER020,REF33010,Asset acquisition
1000,0000000481,2020,20200425,20210421,ZP,COP,USER002,REF79002,Asset acquisition
1000,0000000482,2022,20230611,20210216,KR,USD,USER046,REF33260,Salary posting
1000,0000000483,2020,20201029,20230416,KR,COP,USER034,REF57826,Invoice payment
2000,0000000484,2023,20230415,20200725,SA,USD,USER021,REF27884,Expense report
3000,0000000485,2023,20240609,20230802,AB,EUR,USER021,REF32833,Customer receipt
3000,0000000486,2024,20240530,20211231,KR,EUR,USER038,REF32983,Asset acquisition
2000,0000000487,2022,20200917,20201229,RE,EUR,USER037,REF61327,Vendor payment
1000,0000000488,2021,20230518,20211013,ZP,COP,USER041,REF84127,Invoice payment
2000,0000000489,2021,20211109,20240306,RE,COP,USER023,REF51879,Expense report
3000,0000000490,2020,20240809,20231222,SA,USD,USER001,REF44761,Expense report
1000,0000000491,2020,20211218,20210609,RE,EUR,USER001,REF16310,Asset acquisition
2000,0000000492,2023,20201206,20241216,AB,USD,USER025,REF56036,Vendor payment
2000,0000000493,2020,20240824,20220908,ZP,EUR,USER049,REF39567,Expense report
2000,0000000494,2020,20240624,20240928,RE,USD,USER002,REF51774,Salary posting
1000,0000000495,2020,20211201,20201214,AB,COP,USER047,REF19830,Vendor payment
1000,0000000496,2022,20230501,20230610,AB,EUR,USER002,REF66534,Customer receipt
1000,0000000497,2024,20241227,20220608,KR,COP,USER007,REF53397,Expense report
1000,0000000498,2023,20231128,20230208,ZP,USD,USER043,REF46899,Salary posting
1000,0000000499,2020,20200411,20220315,ZP,EUR,USER032,REF30131,Invoice payment
2000,0000000500,2020,20220525,20200628,SA,EUR,USER041,REF88671,Asset acquisition
1000,0000000501,2020,20200222,20210227,KR,EUR,USER019,REF20739,Asset acquisition
1000,0000000502,2022,20240526,20220325,AB,USD,USER043,REF44734,Invoice payment
3000,0000000503,2024,20220304,20210113,SA,USD,USER024,REF34455,Asset acquisition
1000,0000000504,2022,20220619,20220810,SA,COP,USER018,REF83956,Invoice payment
1000,0000000505,2020,20200624,20230930,SA,EUR,USER027,REF87296,Expense report
3000,0000000506,2020,20240917,20220303,ZP,USD,USER035,REF72236,Vendor payment
1000,0000000507,2023,20210904,20200610,AB,EUR,USER003,REF75811,Vendor payment
3000,0000000508,2024,20231019,20230624,KR,COP,USER049,REF68856,Expense report
1000,0000000509,2021,20240713,20210129,KR,COP,USER028,REF20271,Customer receipt
2000,0000000510,2021,20240811,20230708,KR,EUR,USER017,REF51910,Customer receipt
1000,0000000511,2020,20220305,20230213,AB,EUR,USER021,REF46202,Vendor payment
2000,0000000512,2020,20240529,20231205,ZP,EUR,USER034,REF64997,Invoice payment
2000,0000000513,2021,20201030,20230306,ZP,EUR,USER049,REF23133,Invoice payment
3000,0000000514,2020,20240528,20210808,ZP,USD,USER027,REF44620,Asset acquisition
3000,0000000515,2023,20230317,20230601,AB,COP,USER012,REF46099,Asset acquisition
1000,0000000516,2024,20230531,20231026,AB,COP,USER026,REF53449,Customer receipt
1000,0000000517,2020,20240307,20220831,SA,USD,USER002,REF54284,Salary posting
2000,0000000518,2022,20240922,20221003,RE,COP,USER009,REF49384,Customer receipt
2000,0000000519,2022,20210705,20240201,AB,EUR,USER042,REF21703,Expense report
2000,0000000520,2021,20240814,20220413,AB,EUR,USER024,REF17367,Vendor payment
1000,0000000521,2020,20210929,20231224,ZP,USD,USER009,REF78719,Vendor payment
1000,0000000522,2021,20210129,20241127,KR,COP,USER016,REF14334,Asset acquisition
1000,0000000523,2022,20231214,20210211,SA,USD,USER030,REF76207,Asset acquisition
3000,0000000524,2020,20231027,20200303,KR,USD,USER032,REF87862,Asset acquisition
1000,0000000525,2023,20230416,20230203,SA,USD,USER011,REF43903,Customer receipt
3000,0000000526,2020,20210806,20200226,AB,COP,USER011,REF85007,Expense report
1000,0000000527,2021,20231019,20210227,SA,EUR,USER027,REF77276,Invoice payment
3000,0000000528,2020,20220828,20200927,KR,EUR,USER001,REF39329,Salary posting
3000,0000000529,2022,20231230,20231223,SA,USD,USER025,REF55706,Asset acquisition
2000,0000000530,2021,20220813,20210910,ZP,EUR,USER026,REF86609,Invoice payment
1000,0000000531,2024,20230918,20240923,SA,EUR,USER042,REF87826,Vendor payment
2000,0000000532,2022,20231102,20200809,AB,COP,USER022,REF46239,Customer receipt
2000,0000000533,2022,20210618,20230905,SA,COP,USER010,REF77802,Expense report
1000,0000000534,2024,20220407,20230914,SA,EUR,USER009,REF13336,Customer receipt
2000,0000000535,2022,20210615,20220507,AB,USD,USER048,REF14629,Vendor payment
3000,0000000536,2024,20240729,20210123,SA,EUR,USER046,REF39145,Customer receipt
3000,0000000537,2023,20231007,20220104,ZP,USD,USER011,REF96194,Vendor payment
1000,0000000538,2022,20200718,20220822,KR,EUR,USER017,REF83273,Expense report
3000,0000000539,2022,20230902,20200701,KR,USD,USER015,REF50250,Asset acquisition
2000,0000000540,2022,20210617,20230414,SA,USD,USER008,REF71674,Invoice payment
3000,0000000541,2024,20230403,20230625,RE,USD,USER013,REF75598,Invoice payment
3000,0000000542,2023,20221221,20210903,AB,COP,USER010,REF28004,Expense report
2000,0000000543,2023,20230312,20220726,KR,USD,USER046,REF33639,Invoice payment
2000,0000000544,2022,20230716,20201228,SA,EUR,USER004,REF10617,Asset acquisition
2000,0000000545,2021,20240407,20240503,KR,EUR,USER049,REF30766,Asset acquisition
1000,0000000546,2021,20230612,20220607,AB,USD,USER028,REF72573,Asset acquisition
1000,0000000547,2020,20221229,20210212,SA,COP,USER021,REF79603,Expense report
1000,0000000548,2020,20230707,20240211,KR,COP,USER045,REF55134,Salary posting
1000,0000000549,2020,20220224,20221027,ZP,USD,USER011,REF18557,Invoice payment
2000,0000000550,2022,20220722,20240130,ZP,EUR,USER034,REF54280,Asset acquisition
3000,0000000551,2021,20211202,20220930,SA,COP,USER011,REF62873,Invoice payment
1000,0000000552,2021,20240129,20200925,KR,EUR,USER002,REF87292,Vendor payment
1000,0000000553,2020,20220120,20231227,RE,USD,USER041,REF43526,Vendor payment
3000,0000000554,2020,20230501,20200408,RE,EUR,USER002,REF16322,Customer receipt
1000,0000000555,2023,20220628,20220217,RE,EUR,USER017,REF72180,Customer receipt
1000,0000000556,2021,20231124,20231105,RE,USD,USER027,REF96725,Invoice payment
3000,0000000557,2024,20210706,20230629,ZP,EUR,USER009,REF64896,Invoice payment
3000,0000000558,2024,20200829,20210801,RE,COP,USER032,REF36037,Vendor payment
1000,0000000559,2022,20240829,20221207,KR,USD,USER046,REF63707,Salary posting
1000,0000000560,2020,20230127,20221013,KR,EUR,USER031,REF53332,Expense report
1000,0000000561,2020,20231007,20200701,RE,EUR,USER043,REF74763,Expense report
1000,0000000562,2024,20200602,20240121,RE,USD,USER042,REF40298,Asset acquisition
