BUKRS,BELNR,GJAHR,BUZEI,KOART,KONTO,DMBTR,WRBTR,WAERS,SGTXT
3000,0000000149,2022,001,A,340520,195466.53,191631.59,EUR,Revenue rec
3000,0000000149,2022,002,K,994961,146840.22,141999.62,EUR,Line item desc
3000,0000000150,2020,001,D,620751,13023.86,14021.23,USD,Cost allocation
3000,0000000150,2020,002,S,240832,28176.33,27724.43,USD,Tax posting
3000,0000000150,2020,003,A,141458,168663.45,185295.25,USD,Cost allocation
2000,0000000151,2021,001,M,217479,43335.04,40214.29,USD,Line item desc
2000,0000000151,2021,002,M,955646,88297.6,90453.61,USD,Clearing entry
1000,0000000152,2020,001,S,807521,70693.29,69889.09,USD,Revenue rec
1000,0000000152,2020,002,K,174035,175471.32,189619.85,USD,Tax posting
2000,0000000153,2021,001,A,356029,189600.76,199362.17,EUR,Tax posting
2000,0000000153,2021,002,D,173746,178235.0,163537.01,EUR,Clearing entry
2000,0000000153,2021,003,D,350196,168260.48,184767.92,EUR,Line item desc
1000,0000000154,2024,001,M,522313,199262.5,185791.32,EUR,Cost allocation
2000,0000000155,2022,001,S,919430,163291.43,178676.16,COP,Revenue rec
1000,0000000156,2023,001,M,200164,5398.87,5409.05,USD,Line item desc
2000,0000000157,2024,001,S,673719,141011.59,153754.39,EUR,Line item desc
2000,0000000157,2024,002,K,235254,135518.17,123801.87,EUR,Cost allocation
3000,0000000158,2023,001,S,124888,15206.76,15340.5,COP,Tax posting
3000,0000000158,2023,002,M,374507,9155.96,10021.23,COP,Line item desc
3000,0000000158,2023,003,M,593441,84951.14,85511.12,COP,Cost allocation
1000,0000000159,2024,001,S,695456,151909.68,155147.86,EUR,Tax posting
1000,0000000159,2024,002,K,319807,172382.71,178062.37,EUR,Line item desc
3000,0000000160,2023,001,S,796560,37582.2,37548.94,COP,Cost allocation
3000,0000000160,2023,002,S,420272,144861.15,134133.0,COP,Line item desc
3000,0000000160,2023,003,K,147169,82301.12,87318.02,COP,Revenue rec
2000,0000000161,2023,001,K,759560,438.76,420.53,EUR,Cost allocation
2000,0000000161,2023,002,S,484184,24435.64,23624.17,EUR,Tax posting
2000,0000000161,2023,003,D,149623,114266.38,119311.28,EUR,Cost allocation
2000,0000000161,2023,004,D,811999,136942.27,129602.75,EUR,Revenue rec
2000,0000000162,2024,001,A,236814,151016.36,155756.36,USD,Tax posting
2000,0000000162,2024,002,K,845299,75585.68,75929.36,USD,Clearing entry
2000,0000000162,2024,003,M,710328,178249.9,180186.25,USD,Clearing entry
2000,0000000162,2024,004,A,614962,181249.3,178476.89,USD,Tax posting
3000,0000000163,2023,001,D,624393,172960.4,172281.81,COP,Line item desc
3000,0000000163,2023,002,D,735931,25802.1,25993.27,COP,Clearing entry
3000,0000000163,2023,003,D,744584,194193.73,192503.14,COP,Cost allocation
2000,0000000164,2020,001,A,335745,55583.11,50456.51,EUR,Revenue rec
2000,0000000165,2021,001,S,458175,117406.39,123024.61,COP,Tax posting
3000,0000000166,2024,001,A,968534,129057.83,134844.57,COP,Revenue rec
1000,0000000167,2024,001,K,622852,107733.26,117684.37,COP,Clearing entry
1000,0000000168,2022,001,K,360020,155782.97,159720.5,EUR,Line item desc
1000,0000000168,2022,002,A,943954,69599.8,67080.26,EUR,Revenue rec
1000,0000000168,2022,003,M,211194,123982.29,130608.68,EUR,Clearing entry
1000,0000000168,2022,004,D,793816,127530.13,124757.56,EUR,Cost allocation
3000,0000000169,2020,001,S,967422,72371.34,69558.5,COP,Cost allocation
1000,0000000170,2022,001,A,185092,116726.66,120795.1,EUR,Revenue rec
1000,0000000170,2022,002,A,338974,50369.92,50536.77,EUR,Tax posting
2000,0000000171,2022,001,K,874773,1736.21,1725.19,USD,Line item desc
2000,0000000171,2022,002,D,580915,153557.26,155366.84,USD,Revenue rec
2000,0000000171,2022,003,S,476482,37222.98,38581.18,USD,Revenue rec
2000,0000000171,2022,004,D,806498,143811.74,138623.32,USD,Revenue rec
1000,0000000172,2024,001,M,842608,90062.61,91746.45,COP,Tax posting
3000,0000000173,2020,001,M,651166,93623.42,94335.83,COP,Clearing entry
3000,0000000173,2020,002,D,775644,185429.37,193432.77,COP,Cost allocation
3000,0000000173,2020,003,K,899314,194992.17,211566.1,COP,Line item desc
3000,0000000173,2020,004,D,812126,91133.6,94160.77,COP,Revenue rec
1000,0000000174,2020,001,M,425431,153817.25,153647.74,EUR,Line item desc
2000,0000000175,2023,001,S,522085,156469.11,144128.39,USD,Tax posting
1000,0000000176,2020,001,M,826506,133749.87,120792.83,EUR,Revenue rec
1000,0000000176,2020,002,K,827770,19000.93,20846.19,EUR,Clearing entry
1000,0000000176,2020,003,A,185793,85533.3,85906.51,EUR,Revenue rec
1000,0000000177,2023,001,A,232207,29829.53,31437.88,USD,Revenue rec
1000,0000000177,2023,002,A,162174,164753.94,171202.55,USD,Clearing entry
1000,0000000177,2023,003,A,186155,109745.37,101294.55,USD,Line item desc
2000,0000000178,2022,001,A,916408,100441.03,90673.74,COP,Cost allocation
1000,0000000179,2020,001,K,826598,65293.61,62489.45,EUR,Revenue rec
1000,0000000179,2020,002,K,586099,44864.57,42569.96,EUR,Revenue rec
3000,0000000180,2020,001,M,693803,131898.43,144874.01,USD,Tax posting
3000,0000000180,2020,002,S,729899,131470.84,139655.83,USD,Line item desc
3000,0000000180,2020,003,K,373449,150964.8,159965.17,USD,Cost allocation
3000,0000000180,2020,004,K,941795,102709.61,101970.87,USD,Clearing entry
2000,0000000181,2023,001,M,268657,52261.3,49999.74,USD,Line item desc
2000,0000000181,2023,002,M,227099,56537.85,52074.55,USD,Cost allocation
1000,0000000182,2024,001,A,905100,18694.24,20479.9,EUR,Cost allocation
2000,0000000183,2024,001,S,474628,49529.73,51405.32,EUR,Revenue rec
2000,0000000183,2024,002,K,274117,19424.63,19283.67,EUR,Clearing entry
3000,0000000184,2024,001,A,159631,179512.45,162335.76,COP,Revenue rec
2000,0000000185,2020,001,A,383966,180710.51,169788.74,USD,Cost allocation
2000,0000000185,2020,002,A,945220,70852.24,73440.2,USD,Revenue rec
1000,0000000186,2024,001,S,320185,194502.35,189832.06,COP,Revenue rec
1000,0000000187,2024,001,D,315487,175074.08,161890.03,USD,Revenue rec
2000,0000000188,2022,001,K,219058,21888.68,22290.87,COP,Line item desc
2000,0000000188,2022,002,K,497599,128033.54,115526.72,COP,Line item desc
2000,0000000188,2022,003,A,781170,49606.92,50430.97,COP,Line item desc
3000,0000000189,2020,001,D,285111,72128.14,66002.84,USD,Revenue rec
3000,0000000190,2023,001,A,922267,32831.84,35638.67,EUR,Cost allocation
3000,0000000190,2023,002,S,955954,149665.14,140690.21,EUR,Revenue rec
3000,0000000190,2023,003,S,912599,133971.46,131946.35,EUR,Line item desc
1000,0000000191,2022,001,S,800527,21778.12,22929.95,USD,Clearing entry
1000,0000000191,2022,002,S,383256,143098.77,149811.77,USD,Tax posting
1000,0000000191,2022,003,K,659875,158431.63,151308.93,USD,Revenue rec
1000,0000000191,2022,004,A,900261,62950.98,66400.43,USD,Revenue rec
1000,0000000192,2021,001,D,854803,80325.14,82592.81,COP,Revenue rec
1000,0000000192,2021,002,K,382813,12052.26,12899.57,COP,Clearing entry
1000,0000000193,2022,001,D,937887,193499.03,181560.29,COP,Cost allocation
1000,0000000193,2022,002,S,721975,69500.12,65746.97,COP,Revenue rec
1000,0000000193,2022,003,D,802192,102259.66,107102.87,COP,Revenue rec
1000,0000000194,2023,001,K,452387,101621.28,92028.6,EUR,Tax posting
1000,0000000194,2023,002,A,850855,63264.64,65360.63,EUR,Line item desc
1000,0000000195,2023,001,S,371840,161668.63,170992.47,USD,Revenue rec
1000,0000000195,2023,002,S,289618,182418.17,174409.97,USD,Tax posting
1000,0000000195,2023,003,A,365407,98493.51,94263.69,USD,Revenue rec
1000,0000000195,2023,004,S,932908,113120.48,115095.57,USD,Line item desc
2000,0000000196,2024,001,K,151179,85456.24,84341.22,EUR,Tax posting
2000,0000000196,2024,002,M,242309,113681.59,111184.57,EUR,Clearing entry
2000,0000000196,2024,003,A,481843,86906.33,92228.95,EUR,Cost allocation
1000,0000000197,2023,001,D,923297,92554.27,99698.86,EUR,Clearing entry
1000,0000000197,2023,002,S,784955,70359.67,74644.04,EUR,Line item desc
1000,0000000197,2023,003,D,227174,116582.77,105440.71,EUR,Revenue rec
1000,0000000197,2023,004,D,477971,4920.25,4677.47,EUR,Revenue rec
2000,0000000198,2020,001,K,197077,120630.3,126798.52,USD,Line item desc
2000,0000000198,2020,002,M,995939,114722.26,125878.52,USD,Cost allocation
2000,0000000199,2022,001,S,591503,168489.33,152687.8,COP,Clearing entry
2000,0000000199,2022,002,D,478083,28707.62,29674.66,COP,Line item desc
3000,0000000200,2024,001,K,818943,59364.92,58109.26,USD,Line item desc
3000,0000000200,2024,002,S,161569,43560.44,44859.28,USD,Cost allocation
3000,0000000200,2024,003,M,411581,149916.4,142316.4,USD,Clearing entry
3000,0000000200,2024,004,M,371221,101727.68,110837.09,USD,Cost allocation
1000,0000000201,2020,001,S,262837,111384.32,115520.67,COP,Cost allocation
1000,0000000201,2020,002,A,720264,85504.58,92521.55,COP,Clearing entry
1000,0000000201,2020,003,S,452450,82857.19,89924.18,COP,Revenue rec
1000,0000000201,2020,004,S,845804,120919.16,123898.11,COP,Tax posting
1000,0000000202,2021,001,D,860896,34701.48,31989.17,USD,Revenue rec
2000,0000000203,2024,001,K,654784,87917.8,83145.3,USD,Cost allocation
2000,0000000203,2024,002,S,124818,186358.44,173738.3,USD,Clearing entry
2000,0000000204,2020,001,D,598909,78857.95,77083.06,USD,Tax posting
2000,0000000204,2020,002,S,845004,81760.57,74081.6,USD,Revenue rec
3000,0000000205,2020,001,A,452695,55669.08,57492.58,COP,Line item desc
1000,0000000206,2020,001,A,342647,32715.94,32746.31,USD,Line item desc
3000,0000000207,2020,001,D,841709,70075.49,75253.35,EUR,Cost allocation
2000,0000000208,2024,001,S,812162,7620.32,7828.25,COP,Clearing entry
2000,0000000208,2024,002,M,853052,71333.61,77716.15,COP,Tax posting
3000,0000000209,2021,001,S,291428,98099.11,92336.34,USD,Cost allocation
3000,0000000209,2021,002,S,327565,63703.2,68935.19,USD,Cost allocation
3000,0000000209,2021,003,A,302927,163992.92,171582.81,USD,Cost allocation
3000,0000000209,2021,004,M,326438,143104.54,146193.06,USD,Clearing entry
1000,0000000210,2022,001,S,225507,16008.36,14539.0,USD,Cost allocation
1000,0000000210,2022,002,A,562445,75902.12,79797.27,USD,Line item desc
3000,0000000211,2020,001,S,830761,38782.32,38952.38,COP,Clearing entry
3000,0000000211,2020,002,A,928452,133313.27,144683.42,COP,Revenue rec
3000,0000000211,2020,003,A,171600,43354.39,42150.8,COP,Revenue rec
3000,0000000212,2023,001,K,473394,49762.84,46593.1,COP,Clearing entry
3000,0000000212,2023,002,D,168674,113580.57,114855.26,COP,Cost allocation
3000,0000000212,2023,003,M,478904,6112.72,5564.7,COP,Clearing entry
3000,0000000212,2023,004,D,589761,41958.02,41532.5,COP,Cost allocation
3000,0000000213,2021,001,M,599472,196481.97,215694.14,COP,Revenue rec
3000,0000000214,2023,001,M,456395,148428.26,135119.33,COP,Cost allocation
1000,0000000215,2023,001,S,736000,133984.84,137706.97,USD,Line item desc
1000,0000000215,2023,002,A,670541,105120.81,109665.85,USD,Line item desc
1000,0000000215,2023,003,A,258065,121518.73,113567.07,USD,Clearing entry
1000,0000000215,2023,004,A,189539,131059.02,140794.37,USD,Line item desc
2000,0000000216,2023,001,D,725170,69466.56,76357.17,COP,Revenue rec
2000,0000000216,2023,002,K,237788,114068.44,108013.17,COP,Line item desc
2000,0000000216,2023,003,M,917643,162581.31,175381.99,COP,Clearing entry
3000,0000000217,2024,001,K,582600,189217.94,183949.3,COP,Clearing entry
3000,0000000217,2024,002,D,306162,5959.74,5380.17,COP,Clearing entry
3000,0000000217,2024,003,K,932952,105178.67,103789.23,COP,Line item desc
3000,0000000217,2024,004,S,170294,177203.59,175958.1,COP,Line item desc
1000,0000000218,2024,001,S,227678,190950.99,208015.02,COP,Line item desc
1000,0000000218,2024,002,M,755646,9463.51,9551.07,COP,Tax posting
3000,0000000219,2023,001,A,440306,103159.08,99871.92,EUR,Clearing entry
3000,0000000219,2023,002,K,716249,67649.98,65468.67,EUR,Line item desc
3000,0000000219,2023,003,K,411087,60766.97,62208.52,EUR,Tax posting
3000,0000000220,2022,001,A,532329,180256.32,184655.46,COP,Tax posting
3000,0000000220,2022,002,D,626075,25630.82,25268.14,COP,Revenue rec
2000,0000000221,2021,001,K,402024,108058.33,113832.36,USD,Cost allocation
3000,0000000222,2024,001,D,782938,61727.48,62387.25,EUR,Revenue rec
3000,0000000223,2023,001,S,520862,136411.7,126760.21,COP,Tax posting
2000,0000000224,2020,001,D,410267,52195.03,53288.77,USD,Cost allocation
2000,0000000224,2020,002,S,211798,171669.9,169120.43,USD,Tax posting
2000,0000000224,2020,003,K,563071,89854.04,90858.84,USD,Clearing entry
2000,0000000224,2020,004,A,691019,134419.53,134708.34,USD,Revenue rec
1000,0000000225,2021,001,M,179037,89331.4,97509.44,COP,Line item desc
1000,0000000225,2021,002,A,579964,10967.55,11277.07,COP,Tax posting
1000,0000000225,2021,003,K,628486,57974.9,57367.31,COP,Cost allocation
3000,0000000226,2022,001,S,327149,107618.11,106639.09,USD,Line item desc
3000,0000000226,2022,002,D,392279,14542.23,14760.34,USD,Line item desc
3000,0000000226,2022,003,S,473685,86260.46,89293.18,USD,Clearing entry
3000,0000000226,2022,004,D,371245,104331.33,114392.56,USD,Tax posting
1000,0000000227,2022,001,K,406944,54117.92,49131.25,COP,Clearing entry
1000,0000000228,2023,001,K,940749,77826.2,77965.68,COP,Tax posting
1000,0000000228,2023,002,M,287101,74685.32,81941.0,COP,Clearing entry
1000,0000000229,2024,001,D,800690,151382.49,165583.01,USD,Cost allocation
1000,0000000229,2024,002,D,458916,93951.11,99143.12,USD,Line item desc
2000,0000000230,2020,001,A,293557,72872.96,80000.04,EUR,Cost allocation
2000,0000000230,2020,002,K,128168,170534.36,172327.24,EUR,Revenue rec
1000,0000000231,2023,001,M,465875,131963.36,139555.78,EUR,Line item desc
1000,0000000231,2023,002,D,839916,73513.67,70645.68,EUR,Revenue rec
1000,0000000231,2023,003,A,120678,155129.84,139831.16,EUR,Clearing entry
1000,0000000231,2023,004,K,449851,156906.86,169988.92,EUR,Clearing entry
3000,0000000232,2021,001,M,148420,81482.51,84705.69,EUR,Cost allocation
3000,0000000232,2021,002,S,176729,6213.69,6612.8,EUR,Cost allocation
2000,0000000233,2021,001,D,231082,67708.64,68904.47,EUR,Revenue rec
2000,0000000233,2021,002,M,379935,86764.91,88787.1,EUR,Clearing entry
2000,0000000233,2021,003,A,855108,199593.19,211676.61,EUR,Line item desc
2000,0000000233,2021,004,K,546892,147286.59,133853.36,EUR,Tax posting
3000,0000000234,2024,001,K,971959,187731.34,179395.94,COP,Cost allocation
3000,0000000234,2024,002,A,132911,49541.74,54425.23,COP,Revenue rec
3000,0000000234,2024,003,K,865011,146664.47,157449.72,COP,Tax posting
3000,0000000235,2023,001,S,306543,178352.85,174340.6,USD,Tax posting
3000,0000000235,2023,002,A,349940,16535.51,16547.86,USD,Tax posting
3000,0000000235,2023,003,K,475167,87360.76,94210.46,USD,Tax posting
3000,0000000236,2020,001,S,367351,166498.2,182223.48,COP,Clearing entry
3000,0000000236,2020,002,K,648953,87453.49,81318.47,COP,Clearing entry
3000,0000000236,2020,003,S,170326,144900.41,138352.47,COP,Tax posting
2000,0000000237,2021,001,K,362870,176481.62,162674.65,EUR,Clearing entry
2000,0000000237,2021,002,A,281530,100647.48,99002.19,EUR,Revenue rec
2000,0000000237,2021,003,D,186148,137225.57,140875.58,EUR,Cost allocation
1000,0000000238,2020,001,M,713659,142765.73,152316.7,COP,Clearing entry
1000,0000000238,2020,002,D,228631,179415.86,172743.14,COP,Line item desc
1000,0000000239,2020,001,K,321901,92232.14,98894.36,USD,Cost allocation
1000,0000000240,2021,001,S,636300,57929.19,55131.99,EUR,Revenue rec
2000,0000000241,2023,001,A,174523,90703.2,88224.8,USD,Revenue rec
2000,0000000241,2023,002,A,781473,22137.07,23003.65,USD,Tax posting
2000,0000000241,2023,003,S,537979,1462.91,1476.97,USD,Cost allocation
2000,0000000241,2023,004,K,521390,115367.22,119650.16,USD,Revenue rec
3000,0000000242,2023,001,A,615427,88062.23,95470.47,USD,Tax posting
3000,0000000242,2023,002,A,490534,150379.5,159896.16,USD,Tax posting
3000,0000000242,2023,003,S,604006,77004.13,84283.56,USD,Line item desc
2000,0000000243,2024,001,M,803819,25188.17,26384.06,USD,Revenue rec
2000,0000000243,2024,002,D,714586,169981.15,167798.26,USD,Revenue rec
2000,0000000243,2024,003,D,174039,176098.74,175782.17,USD,Line item desc
2000,0000000244,2022,001,M,644638,114666.6,114554.41,EUR,Cost allocation
2000,0000000244,2022,002,M,611338,118677.26,130451.66,EUR,Tax posting
2000,0000000244,2022,003,S,248628,72150.53,67339.7,EUR,Tax posting
2000,0000000245,2022,001,M,479390,137403.46,142689.14,EUR,Tax posting
1000,0000000246,2020,001,M,590118,119002.61,125753.3,USD,Cost allocation
1000,0000000246,2020,002,A,923260,129088.69,133879.72,USD,Line item desc
1000,0000000247,2021,001,A,246478,76011.71,73051.66,COP,Tax posting
3000,0000000248,2022,001,D,270107,116852.04,123865.51,COP,Line item desc
3000,0000000248,2022,002,K,303403,51425.78,47198.19,COP,Cost allocation
2000,0000000249,2022,001,K,182816,48400.8,44610.96,EUR,Line item desc
2000,0000000249,2022,002,M,375613,160204.22,165605.79,EUR,Tax posting
2000,0000000250,2022,001,M,439091,50355.81,48776.03,COP,Tax posting
2000,0000000250,2022,002,D,830364,63990.52,61297.15,COP,Cost allocation
2000,0000000250,2022,003,K,460293,113924.16,104236.5,COP,Cost allocation
3000,0000000251,2023,001,S,463270,121742.13,120642.13,USD,Clearing entry
3000,0000000251,2023,002,K,575074,42263.63,46131.99,USD,Clearing entry
3000,0000000251,2023,003,M,578440,39983.79,41684.05,USD,Line item desc
3000,0000000251,2023,004,S,466055,131363.33,143682.04,USD,Tax posting
3000,0000000252,2022,001,D,788966,194676.69,213638.51,COP,Clearing entry
3000,0000000252,2022,002,M,472665,142424.04,148422.68,COP,Clearing entry
3000,0000000252,2022,003,S,171609,87500.75,86870.31,COP,Clearing entry
3000,0000000252,2022,004,S,815670,184688.56,180517.35,COP,Line item desc
1000,0000000253,2023,001,M,216224,120021.16,126620.25,EUR,Tax posting
3000,0000000254,2022,001,A,732036,52784.21,50741.66,EUR,Tax posting
3000,0000000254,2022,002,D,720663,84209.98,79088.77,EUR,Clearing entry
2000,0000000255,2024,001,M,479466,27520.77,29372.97,COP,Tax posting
2000,0000000255,2024,002,A,300528,193222.01,190675.62,COP,Clearing entry
2000,0000000255,2024,003,M,150972,145390.82,133482.03,COP,Line item desc
2000,0000000256,2024,001,A,952691,131013.04,119931.39,EUR,Line item desc
2000,0000000256,2024,002,M,428002,135951.08,145632.47,EUR,Cost allocation
1000,0000000257,2022,001,A,266561,37615.15,34612.4,EUR,Cost allocation
1000,0000000258,2021,001,S,767881,155180.32,141997.18,USD,Line item desc
2000,0000000259,2021,001,A,279853,179812.43,191545.54,EUR,Revenue rec
2000,0000000259,2021,002,D,257815,83443.63,75694.24,EUR,Tax posting
2000,0000000259,2021,003,A,327610,67349.51,69129.82,EUR,Cost allocation
2000,0000000260,2024,001,S,138241,197082.95,197947.11,EUR,Revenue rec
2000,0000000260,2024,002,D,501878,37762.69,34954.86,EUR,Cost allocation
1000,0000000261,2022,001,K,346433,190884.18,173844.11,EUR,Tax posting
1000,0000000262,2024,001,M,893475,62708.18,63047.47,EUR,Revenue rec
1000,0000000262,2024,002,S,267378,13155.88,12001.55,EUR,Revenue rec
1000,0000000262,2024,003,D,889602,105867.46,115354.58,EUR,Line item desc
