VBELN,POSNR,MATNR,KWMENG,NETWR,WAERK,MEINS,WERKS,LGORT
0000000129,000030,MAT00000202,543.443,2631715.11,EUR,ST,0003,0006
0000000129,000040,MAT00000196,87.77,266227.47,EUR,ST,0001,0004
0000000129,000050,MAT00000147,619.532,617252.12,EUR,UN,0001,0007
0000000130,000010,MAT00000189,324.436,52331.53,COP,L,0002,0002
0000000130,000020,MAT00000001,612.429,1623947.36,COP,ST,0002,0006
0000000130,000030,MAT00000194,192.442,594936.37,COP,UN,0004,0004
0000000130,000040,MAT00000205,754.943,1835500.47,COP,M,0001,0002
0000000131,000010,MAT00000211,911.736,793328.85,EUR,UN,0001,0005
0000000131,000020,MAT00000067,978.111,512266.07,EUR,L,0002,0006
0000000131,000030,MAT00000124,996.965,4405000.13,EUR,L,0003,0005
0000000131,000040,MAT00000139,632.51,7716.62,EUR,ST,0004,0003
0000000131,000050,MAT00000046,845.122,3593653.12,EUR,L,0001,0003
0000000132,000010,MAT00000194,892.447,1778423.76,EUR,UN,0004,0006
0000000132,000020,MAT00000211,98.9,105418.5,EUR,UN,0002,0006
0000000132,000030,MAT00000123,44.636,130101.89,EUR,L,0004,0004
0000000133,000010,MAT00000297,334.167,815668.23,COP,KG,0003,0008
0000000133,000020,MAT00000243,504.269,1892607.28,COP,KG,0004,0007
0000000134,000010,MAT00000087,438.244,1945619.3,EUR,ST,0004,0006
0000000135,000010,MAT00000132,692.829,560006.75,COP,KG,0001,0001
0000000136,000010,MAT00000295,410.315,76318.59,USD,M,0003,0002
0000000137,000010,MAT00000035,798.511,967978.99,USD,L,0004,0003
0000000137,000020,MAT00000019,410.223,1699512.87,USD,KG,0001,0001
0000000137,000030,MAT00000087,757.082,312440.17,USD,ST,0004,0005
0000000137,000040,MAT00000188,114.228,451346.81,USD,L,0002,0005
0000000137,000050,MAT00000229,458.991,165957.38,USD,L,0001,0002
0000000138,000010,MAT00000208,52.161,60690.89,USD,UN,0003,0008
0000000139,000010,MAT00000248,44.813,26167.66,USD,KG,0003,0006
0000000139,000020,MAT00000189,353.242,1024832.76,USD,L,0001,0004
0000000140,000010,MAT00000084,646.155,1365351.36,COP,M,0003,0001
0000000140,000020,MAT00000277,26.897,64485.02,COP,ST,0001,0006
0000000141,000010,MAT00000292,923.16,1368926.27,EUR,ST,0001,0005
0000000141,000020,MAT00000167,442.876,1212913.36,EUR,L,0003,0008
0000000141,000030,MAT00000061,258.963,274013.93,EUR,UN,0001,0003
0000000141,000040,MAT00000007,47.659,204918.45,EUR,UN,0003,0002
0000000142,000010,MAT00000261,177.156,485496.02,COP,ST,0002,0007
0000000142,000020,MAT00000169,434.57,1103212.44,COP,KG,0003,0009
0000000142,000030,MAT00000199,619.77,2544502.92,COP,M,0003,0005
0000000143,000010,MAT00000016,150.89,387407.06,USD,M,0001,0002
0000000143,000020,MAT00000236,726.241,1123712.7,USD,ST,0004,0002
0000000144,000010,MAT00000171,64.86,8072.48,COP,M,0003,0001
0000000144,000020,MAT00000138,508.497,1973863.31,COP,M,0003,0008
0000000144,000030,MAT00000218,931.82,3524003.47,COP,M,0002,0006
0000000144,000040,MAT00000157,68.327,264016.89,COP,ST,0002,0002
0000000144,000050,MAT00000146,682.555,126620.78,COP,KG,0004,0008
0000000145,000010,MAT00000039,879.16,3698063.46,COP,KG,0003,0004
0000000145,000020,MAT00000116,616.282,1139745.77,COP,L,0004,0009
0000000145,000030,MAT00000133,442.93,1920664.07,COP,ST,0001,0006
0000000145,000040,MAT00000153,500.421,1242945.68,COP,KG,0003,0006
0000000145,000050,MAT00000110,82.809,378366.74,COP,L,0004,0008
0000000146,000010,MAT00000065,200.258,179889.76,COP,ST,0004,0009
0000000146,000020,MAT00000140,727.751,3385141.05,COP,L,0002,0008
0000000146,000030,MAT00000152,40.753,128548.82,COP,UN,0004,0002
0000000146,000040,MAT00000225,362.772,1778257.56,COP,UN,0002,0003
0000000146,000050,MAT00000075,554.574,1204218.62,COP,L,0002,0009
0000000147,000010,MAT00000158,183.008,622020.4,USD,KG,0001,0003
0000000148,000010,MAT00000248,657.324,804150.46,EUR,KG,0003,0001
0000000148,000020,MAT00000104,409.006,990976.55,EUR,L,0003,0007
0000000148,000030,MAT00000080,579.32,442814.83,EUR,UN,0003,0003
0000000148,000040,MAT00000114,145.824,335503.11,EUR,L,0003,0003
0000000148,000050,MAT00000027,519.976,1102775.5,EUR,ST,0001,0008
0000000149,000010,MAT00000264,746.407,1668361.46,COP,L,0002,0002
0000000149,000020,MAT00000051,437.538,1939185.92,COP,L,0002,0005
0000000149,000030,MAT00000008,760.796,1628392.54,COP,M,0002,0007
0000000150,000010,MAT00000277,141.841,367644.78,EUR,ST,0003,0008
0000000151,000010,MAT00000269,277.712,781001.13,COP,L,0003,0006
0000000151,000020,MAT00000082,522.581,186012.71,COP,KG,0001,0004
0000000151,000030,MAT00000056,615.308,2020043.86,COP,L,0004,0004
0000000152,000010,MAT00000191,186.987,89144.18,USD,KG,0002,0006
0000000152,000020,MAT00000265,721.117,640568.23,USD,ST,0003,0001
0000000152,000030,MAT00000120,839.172,1380941.44,USD,UN,0001,0005
0000000153,000010,MAT00000285,381.719,96948.99,EUR,KG,0001,0002
0000000153,000020,MAT00000208,661.956,494891.54,EUR,UN,0001,0001
0000000153,000030,MAT00000025,312.192,1196101.21,EUR,L,0001,0009
0000000154,000010,MAT00000112,908.436,1764400.74,USD,ST,0001,0008
0000000154,000020,MAT00000100,191.036,176337.69,USD,KG,0004,0007
0000000154,000030,MAT00000037,956.819,4233675.3,USD,ST,0001,0007
0000000154,000040,MAT00000065,113.424,436251.39,USD,ST,0002,0005
0000000154,000050,MAT00000296,592.798,1538180.39,USD,UN,0002,0005
0000000155,000010,MAT00000055,915.639,3787906.98,EUR,M,0001,0002
0000000155,000020,MAT00000165,127.305,126579.36,EUR,L,0002,0009
0000000156,000010,MAT00000047,799.652,1466785.67,USD,ST,0002,0008
0000000156,000020,MAT00000246,991.406,1775043.04,USD,KG,0003,0003
0000000156,000030,MAT00000185,249.24,195010.36,USD,M,0003,0003
0000000157,000010,MAT00000137,695.162,1548786.18,USD,L,0003,0008
0000000157,000020,MAT00000200,173.939,715894.66,USD,M,0002,0009
0000000157,000030,MAT00000216,658.903,1721311.61,USD,L,0004,0006
0000000158,000010,MAT00000266,561.66,2472680.07,EUR,L,0002,0009
0000000158,000020,MAT00000064,445.767,366344.69,EUR,KG,0004,0003
0000000159,000010,MAT00000162,543.514,353403.67,COP,M,0003,0004
0000000159,000020,MAT00000042,432.984,972542.68,COP,M,0001,0009
0000000159,000030,MAT00000118,723.019,1869054.73,COP,M,0003,0007
0000000160,000010,MAT00000011,521.219,449770.3,COP,ST,0002,0007
0000000161,000010,MAT00000041,599.804,43791.69,USD,UN,0004,0007
0000000161,000020,MAT00000132,136.614,609224.67,USD,KG,0003,0006
0000000161,000030,MAT00000195,658.192,1909289.94,USD,KG,0003,0006
0000000162,000010,MAT00000117,964.058,2677979.59,USD,ST,0001,0007
0000000162,000020,MAT00000085,114.566,348710.26,USD,M,0003,0002
0000000162,000030,MAT00000174,373.631,1703839.56,USD,KG,0002,0009
0000000162,000040,MAT00000263,288.828,625119.11,USD,M,0004,0006
0000000162,000050,MAT00000123,522.752,1216166.85,USD,L,0002,0007
0000000163,000010,MAT00000292,817.78,2023531.19,COP,ST,0004,0007
0000000163,000020,MAT00000033,123.49,427116.1,COP,M,0001,0008
0000000163,000030,MAT00000198,760.05,467711.97,COP,L,0003,0009
0000000164,000010,MAT00000188,736.171,16195.76,COP,L,0003,0009
0000000164,000020,MAT00000241,58.176,259830.89,COP,L,0004,0003
0000000164,000030,MAT00000268,639.537,142373.73,COP,KG,0001,0001
0000000164,000040,MAT00000224,469.059,1651608.34,COP,M,0003,0006
0000000165,000010,MAT00000018,358.687,82824.42,COP,KG,0002,0001
0000000165,000020,MAT00000033,523.935,544729.98,COP,M,0003,0007
0000000165,000030,MAT00000168,884.334,2767081.09,COP,KG,0001,0006
0000000166,000010,MAT00000263,16.165,54391.83,COP,M,0003,0007
0000000166,000020,MAT00000170,29.398,113028.84,COP,ST,0002,0003
0000000167,000010,MAT00000013,852.558,3969944.85,EUR,UN,0001,0008
0000000167,000020,MAT00000006,702.627,159201.23,EUR,M,0003,0005
0000000167,000030,MAT00000095,233.834,1016696.2,EUR,UN,0003,0009
0000000168,000010,MAT00000270,215.798,509693.3,COP,ST,0004,0004
0000000168,000020,MAT00000257,588.78,1863942.06,COP,KG,0001,0009
0000000168,000030,MAT00000252,628.411,596066.69,COP,KG,0004,0006
0000000168,000040,MAT00000150,933.353,2062952.8,COP,ST,0004,0001
0000000168,000050,MAT00000042,665.389,2136078.35,COP,M,0003,0004
0000000169,000010,MAT00000299,54.381,23505.64,USD,UN,0002,0006
0000000169,000020,MAT00000266,497.897,263980.01,USD,L,0004,0001
0000000169,000030,MAT00000028,999.114,1581057.94,USD,KG,0001,0001
0000000169,000040,MAT00000185,841.833,2676220.78,USD,M,0003,0001
0000000169,000050,MAT00000124,647.315,869292.26,USD,L,0001,0006
0000000170,000010,MAT00000002,116.47,263412.05,USD,KG,0003,0006
0000000170,000020,MAT00000011,192.304,305126.83,USD,ST,0003,0003
0000000170,000030,MAT00000161,907.671,1021511.1,USD,KG,0001,0006
0000000171,000010,MAT00000048,191.141,353241.95,COP,L,0002,0007
0000000171,000020,MAT00000142,8.034,22555.62,COP,KG,0002,0009
0000000171,000030,MAT00000229,351.693,1097672.54,COP,L,0004,0009
0000000171,000040,MAT00000032,393.24,800416.43,COP,M,0003,0004
0000000171,000050,MAT00000016,424.066,415020.67,COP,M,0004,0006
0000000172,000010,MAT00000077,477.11,2142295.47,EUR,L,0004,0004
0000000173,000010,MAT00000084,763.268,369856.77,COP,M,0003,0009
0000000173,000020,MAT00000037,449.133,2026515.04,COP,ST,0003,0006
0000000173,000030,MAT00000163,831.719,1215532.37,COP,UN,0001,0002
0000000173,000040,MAT00000215,379.51,919693.15,COP,M,0003,0008
0000000174,000010,MAT00000092,186.379,70417.71,COP,UN,0001,0005
0000000174,000020,MAT00000101,99.003,432738.15,COP,KG,0001,0008
0000000174,000030,MAT00000024,947.6,2286189.24,COP,ST,0001,0003
0000000175,000010,MAT00000080,644.064,703897.55,COP,UN,0002,0006
0000000176,000010,MAT00000207,83.578,404340.33,USD,L,0001,0004
0000000177,000010,MAT00000213,174.61,508445.11,COP,ST,0001,0009
0000000177,000020,MAT00000119,160.242,733211.31,COP,L,0001,0001
0000000177,000030,MAT00000238,512.911,360232.78,COP,M,0002,0002
0000000177,000040,MAT00000111,171.244,724418.63,COP,UN,0003,0002
0000000177,000050,MAT00000050,60.377,16193.11,COP,KG,0002,0003
0000000178,000010,MAT00000050,416.813,443522.38,EUR,KG,0003,0006
0000000178,000020,MAT00000109,748.316,1122174.67,EUR,L,0001,0001
0000000178,000030,MAT00000192,369.818,1289633.03,EUR,UN,0001,0002
0000000179,000010,MAT00000273,234.596,53295.52,COP,ST,0002,0001
0000000179,000020,MAT00000183,149.927,339963.97,COP,KG,0002,0005
0000000179,000030,MAT00000131,730.682,1957519.0,COP,L,0003,0005
0000000179,000040,MAT00000030,708.318,750307.09,COP,M,0001,0008
0000000179,000050,MAT00000182,359.719,494002.1,COP,L,0001,0006
0000000180,000010,MAT00000163,557.181,2323199.61,COP,UN,0003,0006
0000000180,000020,MAT00000074,401.319,788058.08,COP,ST,0001,0008
0000000180,000030,MAT00000085,757.792,789740.51,COP,M,0002,0005
0000000181,000010,MAT00000051,655.646,504388.47,COP,L,0003,0005
0000000182,000010,MAT00000113,371.897,1767845.86,COP,UN,0003,0004
0000000182,000020,MAT00000034,995.715,2759564.38,COP,KG,0001,0009
0000000182,000030,MAT00000051,51.615,41736.92,COP,L,0004,0003
0000000182,000040,MAT00000120,938.647,1087478.87,COP,UN,0002,0007
0000000182,000050,MAT00000043,593.701,727354.97,COP,M,0001,0001
0000000183,000010,MAT00000022,446.186,23955.73,COP,KG,0003,0008
0000000183,000020,MAT00000107,849.488,3121112.36,COP,UN,0001,0001
0000000184,000010,MAT00000051,741.17,3331203.39,USD,L,0003,0005
0000000184,000020,MAT00000037,732.845,1712702.74,USD,ST,0004,0003
0000000184,000030,MAT00000124,891.356,4429344.06,USD,L,0003,0007
0000000184,000040,MAT00000208,437.453,1358033.47,USD,UN,0001,0008
0000000184,000050,MAT00000262,519.381,901583.09,USD,ST,0003,0004
0000000185,000010,MAT00000048,967.432,2100246.5,USD,L,0003,0001
0000000185,000020,MAT00000126,430.56,360959.98,USD,KG,0001,0004
0000000185,000030,MAT00000011,349.073,214295.91,USD,ST,0004,0002
0000000186,000010,MAT00000272,78.703,365966.59,USD,UN,0003,0005
0000000186,000020,MAT00000209,317.954,217521.87,USD,L,0002,0007
0000000186,000030,MAT00000182,135.407,190519.0,USD,L,0001,0005
0000000186,000040,MAT00000022,385.604,425795.5,USD,KG,0003,0003
0000000186,000050,MAT00000289,371.241,1101379.24,USD,KG,0001,0001
0000000187,000010,MAT00000189,160.619,580751.72,COP,L,0001,0006
0000000187,000020,MAT00000146,295.09,917009.88,COP,KG,0003,0009
0000000188,000010,MAT00000278,318.992,1109702.99,COP,M,0001,0002
0000000189,000010,MAT00000011,525.262,1354051.9,COP,ST,0002,0002
0000000189,000020,MAT00000035,411.044,404537.17,COP,L,0004,0001
0000000190,000010,MAT00000205,773.437,3148847.65,USD,M,0003,0002
0000000191,000010,MAT00000123,672.738,2282606.76,EUR,L,0003,0003
0000000191,000020,MAT00000109,627.447,2532062.37,EUR,L,0001,0008
0000000191,000030,MAT00000209,648.647,3179012.46,EUR,L,0004,0004
0000000191,000040,MAT00000006,112.404,360620.13,EUR,M,0001,0002
0000000191,000050,MAT00000024,815.708,3920782.07,EUR,ST,0001,0006
0000000192,000010,MAT00000243,603.437,2249830.37,USD,KG,0003,0009
0000000192,000020,MAT00000211,260.241,894203.69,USD,UN,0001,0008
0000000192,000030,MAT00000200,119.208,184876.11,USD,M,0001,0005
0000000192,000040,MAT00000096,647.343,2641463.69,USD,ST,0004,0004
0000000193,000010,MAT00000141,662.194,411619.79,USD,M,0004,0004
0000000193,000020,MAT00000111,886.207,1024924.98,USD,UN,0002,0004
0000000194,000010,MAT00000100,402.729,999444.5,COP,KG,0003,0005
0000000194,000020,MAT00000273,581.428,2700855.16,COP,ST,0002,0006
0000000194,000030,MAT00000278,904.716,1400337.52,COP,M,0003,0009
0000000194,000040,MAT00000175,201.93,866927.9,COP,ST,0003,0002
0000000195,000010,MAT00000192,620.364,2481065.17,COP,UN,0004,0005
0000000195,000020,MAT00000288,857.106,2747041.87,COP,L,0004,0001
0000000195,000030,MAT00000146,432.96,1679330.61,COP,KG,0001,0001
0000000195,000040,MAT00000059,768.592,1064853.47,COP,L,0001,0004
0000000196,000010,MAT00000250,51.096,162644.19,COP,L,0004,0003
0000000196,000020,MAT00000203,140.247,608115.2,COP,KG,0002,0002
0000000197,000010,MAT00000240,462.39,976378.1,COP,UN,0003,0008
0000000197,000020,MAT00000148,996.927,3997946.44,COP,KG,0003,0006
0000000197,000030,MAT00000056,966.916,1850938.29,COP,L,0002,0001
0000000198,000010,MAT00000197,801.249,2734085.94,COP,ST,0003,0003
0000000199,000010,MAT00000221,440.466,362287.69,COP,L,0002,0005
0000000199,000020,MAT00000252,867.317,144937.34,COP,KG,0003,0003
0000000199,000030,MAT00000231,573.539,2744475.88,COP,ST,0002,0007
0000000199,000040,MAT00000256,794.937,3498795.96,COP,UN,0002,0009
0000000199,000050,MAT00000012,390.96,1951332.18,COP,KG,0001,0005
0000000200,000010,MAT00000123,832.357,1809943.65,USD,L,0002,0001
0000000200,000020,MAT00000132,273.653,843609.26,USD,KG,0004,0007
0000000200,000030,MAT00000256,928.844,2126198.22,USD,UN,0001,0006
0000000200,000040,MAT00000226,386.392,789990.04,USD,M,0001,0001
0000000201,000010,MAT00000090,966.995,2662533.7,EUR,ST,0001,0003
0000000202,000010,MAT00000101,70.033,299244.01,EUR,KG,0001,0001
0000000202,000020,MAT00000008,613.111,2968352.38,EUR,M,0003,0004
0000000202,000030,MAT00000110,313.154,628168.13,EUR,L,0003,0008
0000000203,000010,MAT00000092,562.655,1810550.64,USD,UN,0002,0004
0000000204,000010,MAT00000170,834.908,3031884.91,USD,ST,0004,0008
0000000204,000020,MAT00000294,848.119,276240.84,USD,KG,0004,0009
0000000204,000030,MAT00000191,449.785,1785543.0,USD,KG,0003,0006
0000000204,000040,MAT00000084,518.825,2515938.07,USD,M,0002,0006
0000000205,000010,MAT00000280,779.712,3643251.1,EUR,M,0002,0007
0000000206,000010,MAT00000266,42.767,121465.55,EUR,L,0002,0003
0000000206,000020,MAT00000239,880.243,1602623.22,EUR,L,0004,0008
0000000206,000030,MAT00000229,147.21,456555.62,EUR,L,0004,0003
0000000206,000040,MAT00000174,412.254,1765828.17,EUR,KG,0002,0008
0000000207,000010,MAT00000212,539.962,1023319.78,USD,M,0003,0001
0000000207,000020,MAT00000186,316.514,771316.13,USD,KG,0003,0009
0000000207,000030,MAT00000111,568.704,1898606.93,USD,UN,0002,0005
0000000208,000010,MAT00000126,697.728,3247498.23,EUR,KG,0001,0008
0000000209,000010,MAT00000250,461.524,792404.4,EUR,L,0001,0007
0000000209,000020,MAT00000038,242.95,643071.64,EUR,UN,0004,0005
0000000210,000010,MAT00000023,51.914,235623.63,COP,ST,0001,0008
0000000210,000020,MAT00000102,191.688,220144.08,COP,L,0001,0005
0000000210,000030,MAT00000025,291.587,886167.88,COP,L,0001,0007
0000000210,000040,MAT00000057,154.915,316596.69,COP,ST,0002,0009
0000000210,000050,MAT00000102,761.353,745280.84,COP,L,0003,0008
0000000211,000010,MAT00000230,910.919,4090281.37,EUR,L,0003,0009
0000000211,000020,MAT00000083,352.835,1140338.02,EUR,L,0003,0003
0000000211,000030,MAT00000115,496.207,1123288.6,EUR,M,0001,0005
0000000212,000010,MAT00000292,218.525,1061439.3,COP,ST,0002,0001
0000000212,000020,MAT00000116,615.251,1141419.81,COP,L,0003,0007
0000000213,000010,MAT00000243,524.254,1216599.56,USD,KG,0001,0004
0000000213,000020,MAT00000180,934.002,1144292.55,USD,M,0003,0005
0000000213,000030,MAT00000109,196.747,388026.4,USD,L,0001,0004
0000000213,000040,MAT00000088,743.787,11781.59,USD,L,0004,0007
0000000213,000050,MAT00000233,889.619,810193.82,USD,UN,0001,0007
0000000214,000010,MAT00000161,679.55,3238021.77,USD,KG,0003,0008
0000000214,000020,MAT00000276,535.62,568721.32,USD,UN,0004,0006
0000000215,000010,MAT00000181,8.342,37719.19,EUR,UN,0004,0002
0000000215,000020,MAT00000020,313.279,732747.05,EUR,L,0004,0006
0000000215,000030,MAT00000075,504.396,1721024.37,EUR,L,0003,0007
0000000215,000040,MAT00000041,325.85,646545.05,EUR,UN,0003,0004
0000000215,000050,MAT00000295,120.909,13795.72,EUR,M,0001,0001
0000000216,000010,MAT00000187,417.102,1352907.88,COP,UN,0004,0008
0000000216,000020,MAT00000126,522.325,2204086.14,COP,KG,0002,0003
0000000216,000030,MAT00000198,333.892,1523662.72,COP,L,0002,0004
0000000216,000040,MAT00000055,838.693,2572472.72,COP,M,0002,0002
0000000217,000010,MAT00000092,245.437,927030.28,COP,UN,0001,0001
0000000217,000020,MAT00000173,910.03,1937335.57,COP,UN,0004,0006
0000000217,000030,MAT00000074,817.549,3799338.24,COP,ST,0002,0002
0000000218,000010,MAT00000141,377.742,1403719.49,COP,M,0004,0005
0000000218,000020,MAT00000265,68.582,280941.36,COP,ST,0003,0007
0000000218,000030,MAT00000096,269.802,1196941.5,COP,ST,0001,0005
0000000218,000040,MAT00000103,332.268,26727.64,COP,KG,0003,0002
0000000218,000050,MAT00000036,901.25,1941319.54,COP,UN,0003,0006
0000000219,000010,MAT00000053,149.599,375590.73,USD,L,0003,0004
0000000219,000020,MAT00000005,340.482,1282742.1,USD,M,0002,0005
0000000219,000030,MAT00000032,650.148,1930900.55,USD,M,0004,0008
0000000220,000010,MAT00000270,16.833,23235.77,COP,ST,0001,0005
0000000220,000020,MAT00000164,457.237,844631.05,COP,L,0002,0004
0000000220,000030,MAT00000169,673.439,1207449.19,COP,KG,0004,0005
0000000221,000010,MAT00000009,416.398,2067307.81,USD,UN,0001,0009
0000000221,000020,MAT00000098,94.158,121506.19,USD,L,0003,0004
0000000221,000030,MAT00000002,487.209,1922575.43,USD,KG,0002,0006
0000000221,000040,MAT00000172,996.737,351788.36,USD,ST,0004,0003
0000000222,000010,MAT00000051,259.371,715065.1,USD,L,0004,0006
0000000222,000020,MAT00000187,946.181,1738219.65,USD,UN,0004,0009
0000000223,000010,MAT00000061,189.668,539358.89,COP,UN,0002,0009
0000000223,000020,MAT00000281,556.343,937237.67,COP,ST,0001,0009
0000000223,000030,MAT00000161,773.48,2743603.17,COP,KG,0002,0001
0000000224,000010,MAT00000273,948.97,3627399.87,USD,ST,0003,0003
0000000224,000020,MAT00000260,451.035,1839961.2,USD,M,0004,0006
0000000225,000010,MAT00000222,472.57,1533111.59,USD,ST,0003,0009
0000000225,000020,MAT00000138,125.648,63756.31,USD,M,0003,0008
0000000225,000030,MAT00000196,959.608,1545352.72,USD,ST,0001,0008
0000000225,000040,MAT00000204,711.731,432931.73,USD,L,0002,0001
0000000226,000010,MAT00000169,33.489,85171.57,COP,KG,0004,0009
0000000226,000020,MAT00000210,29.674,70316.7,COP,L,0003,0005
0000000227,000010,MAT00000214,262.323,163185.89,COP,KG,0002,0006
0000000227,000020,MAT00000272,630.275,2523476.14,COP,UN,0002,0008
0000000227,000030,MAT00000004,22.709,43305.38,COP,KG,0002,0002
0000000227,000040,MAT00000080,607.5,466863.75,COP,UN,0003,0006
0000000227,000050,MAT00000016,440.208,399871.74,COP,M,0004,0005
0000000228,000010,MAT00000295,766.516,2269929.82,EUR,M,0001,0006
0000000228,000020,MAT00000175,99.108,421381.45,EUR,ST,0004,0005
