VBELN,ERDAT,KUNNR,VKORG,VTWEG,SPART,NETWR,WAERK,AUART
0000001699,20210410,0000000269,2000,20,04,569544.47,EUR,CR
0000001700,20230715,0000000211,2000,20,02,231120.44,EUR,OR
0000001701,20211003,0000000142,2000,30,03,380888.82,EUR,ZOR
0000001702,20200212,0000000233,1000,30,04,396228.93,COP,RE
0000001703,20200908,0000000158,1000,30,05,718259.85,EUR,ZOR
0000001704,20240507,0000000463,1000,20,01,493596.32,EUR,RE
0000001705,20210120,0000000225,1000,30,02,326326.01,COP,ZOR
0000001706,20220603,0000000245,1000,10,05,781468.58,USD,ZOR
0000001707,20210605,0000000213,2000,20,04,469648.77,USD,OR
0000001708,20230203,0000000204,2000,30,05,848210.09,USD,CR
0000001709,20231217,0000000388,1000,30,01,844280.52,EUR,RE
0000001710,20220208,0000000189,2000,20,01,645413.12,COP,RE
0000001711,20230424,0000000049,1000,20,04,566129.54,COP,OR
0000001712,20220120,0000000308,2000,30,01,434411.36,USD,ZOR
0000001713,20200614,0000000250,2000,30,05,57932.52,EUR,ZOR
0000001714,20200824,0000000364,1000,10,02,936002.02,USD,OR
0000001715,20210206,0000000083,1000,20,04,704179.1,COP,RE
0000001716,20220523,0000000447,2000,30,01,961203.27,COP,OR
0000001717,20221112,0000000211,1000,30,02,746677.9,COP,RE
0000001718,20221010,0000000376,2000,10,03,181914.05,EUR,RE
0000001719,20241114,0000000116,2000,10,02,859268.52,COP,OR
0000001720,20200525,0000000496,2000,10,03,960455.31,COP,CR
0000001721,20211113,0000000236,1000,20,04,823003.11,EUR,RE
0000001722,20200512,0000000082,2000,20,02,557107.77,EUR,CR
0000001723,20230307,0000000232,1000,20,02,143791.84,EUR,CR
0000001724,20220428,0000000238,1000,10,04,516442.41,EUR,CR
0000001725,20231115,0000000055,1000,30,03,468306.28,USD,OR
0000001726,20201004,0000000087,1000,20,04,673261.94,COP,RE
0000001727,20200921,0000000210,2000,20,02,201386.24,USD,CR
0000001728,20241105,0000000232,1000,30,03,903090.64,USD,CR
0000001729,20240304,0000000171,2000,20,05,671693.62,USD,RE
0000001730,20201118,0000000240,2000,10,05,761731.87,EUR,RE
0000001731,20200608,0000000221,2000,20,01,16476.9,EUR,RE
0000001732,20230122,0000000144,2000,20,03,938929.6,EUR,ZOR
0000001733,20210403,0000000190,2000,20,04,116089.42,USD,CR
0000001734,20210805,0000000450,1000,20,05,492469.7,USD,OR
0000001735,20201128,0000000356,1000,20,02,992829.57,USD,ZOR
0000001736,20231003,0000000272,1000,20,02,122139.4,COP,ZOR
0000001737,20230623,0000000421,1000,30,02,50648.42,USD,ZOR
0000001738,20230207,0000000111,2000,30,01,130010.72,EUR,CR
0000001739,20240612,0000000051,1000,20,02,561665.27,EUR,CR
0000001740,20231116,0000000079,2000,30,01,756504.5,COP,OR
0000001741,20210903,0000000124,1000,20,01,875604.86,COP,RE
0000001742,20230324,0000000045,1000,10,05,47961.15,EUR,ZOR
0000001743,20230807,0000000285,1000,10,04,956526.8,USD,OR
0000001744,20210729,0000000493,1000,20,03,183081.48,COP,CR
0000001745,20241212,0000000451,2000,20,05,535059.43,COP,ZOR
0000001746,20200806,0000000001,1000,10,01,794640.66,EUR,OR
0000001747,20210704,0000000490,1000,20,05,63622.33,COP,CR
0000001748,20231010,0000000392,2000,10,02,923650.08,USD,OR
0000001749,20241228,0000000478,2000,30,04,320697.32,EUR,OR
0000001750,20211029,0000000340,2000,30,04,539683.82,USD,CR
0000001751,20210512,0000000082,1000,30,04,426888.87,USD,OR
0000001752,20230315,0000000496,2000,30,03,630169.49,COP,RE
0000001753,20210928,0000000046,2000,20,02,917293.07,EUR,CR
0000001754,20241013,0000000248,2000,20,02,413043.3,COP,ZOR
0000001755,20240319,0000000004,1000,20,02,747184.89,EUR,ZOR
0000001756,20200503,0000000226,1000,10,03,484715.89,USD,CR
0000001757,20220904,0000000434,1000,30,04,874247.16,USD,ZOR
0000001758,20210113,0000000399,1000,20,04,907826.48,USD,RE
0000001759,20241007,0000000162,1000,10,03,741758.92,EUR,OR
0000001760,20210224,0000000411,2000,30,04,764524.12,EUR,OR
0000001761,20200908,0000000274,2000,20,04,324587.55,COP,ZOR
0000001762,20220706,0000000029,2000,20,05,197523.83,USD,CR
0000001763,20241006,0000000478,2000,10,04,572067.77,EUR,CR
0000001764,20230323,0000000316,1000,30,04,242293.44,COP,OR
0000001765,20211021,0000000400,1000,30,05,792910.06,COP,ZOR
0000001766,20211219,0000000137,1000,10,04,819836.64,EUR,CR
0000001767,20231116,0000000472,1000,20,01,264905.62,EUR,OR
0000001768,20201206,0000000445,1000,20,01,859988.49,EUR,CR
0000001769,20240926,0000000479,2000,30,04,20953.87,USD,RE
0000001770,20200401,0000000488,2000,20,04,160766.89,EUR,CR
0000001771,20220413,0000000104,1000,10,02,196083.17,COP,CR
0000001772,20220122,0000000272,2000,30,01,461389.03,USD,CR
0000001773,20220620,0000000341,2000,30,02,976896.28,COP,ZOR
0000001774,20201022,0000000302,2000,30,03,953255.79,COP,CR
0000001775,20210625,0000000269,1000,30,05,505297.37,EUR,CR
0000001776,20200912,0000000448,1000,10,05,357756.62,USD,OR
0000001777,20210810,0000000030,2000,20,01,402405.3,EUR,OR
0000001778,20211026,0000000484,2000,30,05,56564.36,EUR,ZOR
0000001779,20240331,0000000254,2000,30,04,477341.95,EUR,OR
0000001780,20240327,0000000281,2000,10,04,28153.82,COP,ZOR
0000001781,20200104,0000000346,1000,20,02,356975.69,COP,RE
0000001782,20200930,0000000166,1000,10,01,916149.55,EUR,CR
0000001783,20210131,0000000044,1000,10,05,531779.84,EUR,CR
0000001784,20210512,0000000102,1000,20,04,797738.64,USD,OR
0000001785,20220715,0000000112,2000,10,01,33172.13,COP,ZOR
0000001786,20200123,0000000205,1000,30,05,335449.4,EUR,CR
0000001787,20210212,0000000004,1000,30,02,825532.3,EUR,RE
0000001788,20241120,0000000063,1000,10,03,533023.43,COP,OR
0000001789,20210829,0000000237,1000,20,03,700730.68,USD,ZOR
0000001790,20211122,0000000454,1000,30,03,284412.55,EUR,RE
0000001791,20230617,0000000268,2000,30,01,89328.81,USD,ZOR
0000001792,20200915,0000000061,1000,30,04,542952.69,COP,ZOR
0000001793,20240124,0000000486,1000,30,03,722825.6,USD,RE
0000001794,20201024,0000000380,2000,30,01,144707.75,EUR,ZOR
0000001795,20210728,0000000081,2000,10,05,831193.81,USD,RE
0000001796,20220221,0000000054,1000,20,03,297789.7,COP,CR
0000001797,20210217,0000000013,1000,10,05,32587.03,COP,ZOR
0000001798,20241029,0000000375,1000,30,01,259707.14,COP,RE
0000001799,20241016,0000000468,1000,20,02,217231.14,USD,CR
0000001800,20240722,0000000202,2000,10,01,49843.38,EUR,ZOR
0000001801,20220411,0000000149,2000,10,05,719203.85,COP,RE
0000001802,20230224,0000000356,2000,10,01,519483.5,USD,CR
0000001803,20210529,0000000201,1000,10,05,291933.03,COP,OR
0000001804,20240127,0000000220,1000,10,05,9326.87,USD,ZOR
0000001805,20240107,0000000199,2000,20,02,508510.18,USD,ZOR
0000001806,20230817,0000000067,2000,10,02,644729.01,EUR,CR
0000001807,20210107,0000000119,2000,30,04,988577.83,USD,RE
0000001808,20230227,0000000200,1000,20,02,894118.27,EUR,OR
0000001809,20211112,0000000407,1000,30,02,457308.77,USD,RE
0000001810,20241122,0000000270,1000,20,04,395982.17,COP,CR
0000001811,20211015,0000000449,2000,20,05,166397.8,EUR,RE
0000001812,20210630,0000000146,2000,30,01,453269.04,USD,RE
0000001813,20201206,0000000482,2000,30,02,183113.13,COP,RE
0000001814,20221224,0000000458,2000,20,01,6936.16,COP,RE
0000001815,20230629,0000000129,1000,20,01,764167.84,EUR,ZOR
0000001816,20241204,0000000284,2000,30,01,958852.63,COP,CR
0000001817,20201115,0000000465,2000,30,01,152543.16,COP,OR
0000001818,20200406,0000000470,2000,20,04,926903.98,COP,OR
0000001819,20220417,0000000265,2000,20,05,410844.1,EUR,ZOR
0000001820,20211210,0000000420,1000,20,02,621154.73,EUR,ZOR
0000001821,20230829,0000000262,2000,30,04,470005.41,COP,RE
0000001822,20210905,0000000216,2000,30,02,709486.73,USD,CR
0000001823,20210107,0000000485,1000,20,05,47985.43,COP,OR
0000001824,20231127,0000000236,1000,30,05,46347.81,EUR,RE
0000001825,20210406,0000000246,2000,20,04,712849.6,USD,OR
0000001826,20200222,0000000148,2000,10,01,711486.74,EUR,OR
0000001827,20220924,0000000282,2000,30,05,429443.16,COP,RE
0000001828,20241126,0000000468,2000,10,03,71743.23,EUR,CR
0000001829,20230821,0000000266,1000,30,03,350931.97,USD,CR
0000001830,20221110,0000000277,2000,10,05,572457.25,USD,ZOR
0000001831,20240216,0000000386,1000,30,01,289730.15,EUR,OR
0000001832,20211105,0000000497,1000,10,04,769006.47,COP,CR
0000001833,20230317,0000000466,1000,20,05,448701.14,COP,CR
0000001834,20240314,0000000227,2000,30,01,48790.02,EUR,ZOR
0000001835,20210516,0000000021,2000,20,03,963995.47,USD,ZOR
0000001836,20200210,0000000005,1000,10,04,938590.11,EUR,CR
0000001837,20201115,0000000040,1000,30,02,197205.68,COP,CR
0000001838,20220110,0000000044,2000,10,03,212573.41,EUR,RE
0000001839,20201122,0000000327,1000,30,03,973509.44,USD,RE
0000001840,20211108,0000000106,1000,30,03,989996.23,COP,RE
0000001841,20220709,0000000371,2000,10,05,464490.57,USD,CR
0000001842,20200808,0000000275,1000,30,03,205986.81,COP,OR
0000001843,20240416,0000000404,1000,30,03,123294.01,COP,RE
0000001844,20210705,0000000414,2000,30,05,486510.29,EUR,CR
0000001845,20210929,0000000399,2000,20,03,59762.12,EUR,ZOR
0000001846,20231018,0000000195,1000,20,02,317143.7,USD,OR
0000001847,20240916,0000000033,1000,30,02,236103.6,EUR,ZOR
0000001848,20200812,0000000063,2000,10,05,988060.02,USD,CR
0000001849,20230816,0000000046,1000,20,01,409879.41,USD,RE
0000001850,20240627,0000000422,2000,20,05,524824.83,COP,RE
0000001851,20211211,0000000417,2000,20,04,242294.87,USD,CR
0000001852,20221219,0000000330,2000,20,04,479533.36,COP,CR
0000001853,20240718,0000000411,1000,20,03,499795.03,EUR,CR
0000001854,20210426,0000000103,1000,10,05,440386.96,USD,CR
0000001855,20241203,0000000449,2000,10,01,946774.81,EUR,RE
0000001856,20240827,0000000167,1000,20,01,836722.81,USD,CR
0000001857,20241124,0000000051,1000,10,03,982972.59,COP,CR
0000001858,20230309,0000000078,2000,10,05,661096.45,EUR,OR
0000001859,20231024,0000000339,2000,30,05,882182.74,COP,ZOR
0000001860,20220624,0000000342,2000,10,03,441590.52,USD,ZOR
0000001861,20240517,0000000290,2000,20,01,263058.93,COP,CR
0000001862,20210922,0000000458,2000,10,01,673654.99,EUR,ZOR
0000001863,20231108,0000000171,2000,30,02,72342.36,EUR,RE
0000001864,20220915,0000000463,1000,30,04,320078.73,COP,CR
0000001865,20210630,0000000130,2000,30,03,872158.59,EUR,RE
0000001866,20240129,0000000131,1000,30,04,756911.59,USD,OR
0000001867,20241031,0000000043,1000,30,05,843629.19,EUR,CR
0000001868,20241231,0000000134,2000,30,03,881323.45,COP,ZOR
0000001869,20221021,0000000371,2000,30,05,683632.31,COP,RE
0000001870,20200810,0000000462,1000,20,04,445167.18,EUR,CR
0000001871,20231202,0000000244,1000,10,05,358944.88,EUR,CR
0000001872,20201225,0000000194,1000,10,05,638944.05,USD,ZOR
0000001873,20211229,0000000046,1000,20,01,83771.09,USD,CR
0000001874,20200728,0000000105,2000,20,01,128675.57,EUR,RE
0000001875,20200829,0000000267,2000,10,05,876148.28,EUR,CR
0000001876,20210707,0000000283,2000,30,04,202192.04,EUR,CR
0000001877,20230728,0000000288,2000,20,01,450791.51,COP,RE
0000001878,20241123,0000000398,1000,20,02,680523.47,USD,CR
0000001879,20200122,0000000484,2000,20,03,451779.77,EUR,CR
0000001880,20210405,0000000443,2000,20,01,360589.19,USD,CR
0000001881,20201231,0000000292,1000,10,04,5045.61,EUR,ZOR
0000001882,20230611,0000000091,1000,30,02,505756.23,EUR,CR
0000001883,20210301,0000000419,2000,20,02,171062.25,USD,CR
0000001884,20230126,0000000465,2000,10,02,133966.24,COP,RE
0000001885,20240621,0000000131,2000,20,01,735061.3,COP,CR
0000001886,20220220,0000000318,2000,20,05,312371.12,COP,ZOR
0000001887,20220903,0000000141,1000,10,05,587537.04,COP,RE
0000001888,20231108,0000000182,2000,30,02,146472.5,EUR,CR
0000001889,20210627,0000000108,2000,20,04,917866.51,EUR,CR
0000001890,20200718,0000000037,2000,10,02,613809.17,COP,OR
0000001891,20241122,0000000265,1000,10,04,428322.57,COP,OR
0000001892,20240105,0000000422,2000,10,04,371466.62,USD,OR
0000001893,20221106,0000000480,2000,30,01,326886.21,COP,ZOR
0000001894,20220219,0000000085,1000,20,03,419117.96,USD,OR
0000001895,20210226,0000000115,1000,30,02,65911.76,USD,CR
0000001896,20240201,0000000248,2000,20,04,731685.02,COP,CR
0000001897,20230324,0000000443,1000,10,05,304921.47,EUR,OR
0000001898,20221117,0000000466,2000,30,03,118080.08,EUR,CR
0000001899,20230502,0000000420,1000,10,02,167203.26,COP,OR
0000001900,20210806,0000000292,2000,20,02,928555.05,COP,ZOR
0000001901,20210119,0000000079,2000,10,04,108304.42,USD,OR
0000001902,20240919,0000000268,1000,20,01,904490.34,EUR,RE
0000001903,20240425,0000000343,1000,20,04,516733.03,COP,RE
0000001904,20200506,0000000432,2000,30,04,946012.87,USD,ZOR
0000001905,20210809,0000000441,2000,30,02,514356.54,EUR,OR
0000001906,20210415,0000000087,2000,20,05,39271.37,USD,CR
0000001907,20210216,0000000355,1000,20,02,640757.32,COP,CR
0000001908,20220624,0000000212,2000,20,04,967946.76,COP,ZOR
0000001909,20241128,0000000099,2000,20,04,62133.72,USD,RE
0000001910,20241204,0000000196,2000,30,05,370192.9,USD,ZOR
0000001911,20200412,0000000131,2000,30,04,867000.9,USD,OR
0000001912,20220117,0000000230,2000,20,01,640032.32,EUR,OR
0000001913,20230311,0000000208,1000,30,02,544421.57,COP,CR
0000001914,20241031,0000000055,2000,30,04,658174.65,COP,ZOR
0000001915,20211216,0000000203,2000,30,05,378911.84,COP,OR
0000001916,20201217,0000000470,2000,10,03,473292.19,COP,RE
0000001917,20230910,0000000059,1000,30,02,395325.45,COP,CR
0000001918,20220629,0000000222,1000,20,01,96616.23,EUR,OR
0000001919,20220106,0000000406,2000,30,03,959449.77,USD,ZOR
0000001920,20240126,0000000448,2000,10,01,260068.52,COP,CR
0000001921,20241112,0000000455,2000,30,01,284447.75,EUR,RE
0000001922,20240826,0000000458,2000,20,03,318290.2,COP,CR
0000001923,20231125,0000000224,2000,20,03,696403.13,USD,RE
0000001924,20220726,0000000008,1000,30,01,835010.22,USD,RE
0000001925,20211211,0000000326,1000,20,03,928973.5,COP,ZOR
0000001926,20240331,0000000270,1000,20,01,785832.92,EUR,RE
0000001927,20220329,0000000400,1000,30,05,298109.55,USD,RE
0000001928,20210330,0000000077,1000,10,04,837334.0,EUR,RE
0000001929,20241009,0000000046,2000,10,04,411844.86,COP,CR
0000001930,20240909,0000000186,2000,10,01,660329.78,USD,RE
0000001931,20210215,0000000356,2000,30,02,968553.12,EUR,CR
0000001932,20220216,0000000135,1000,10,05,966663.6,COP,OR
0000001933,20220815,0000000355,1000,20,03,784311.9,USD,OR
0000001934,20200713,0000000434,2000,20,03,440268.3,COP,CR
0000001935,20221217,0000000304,2000,30,03,350032.85,COP,CR
0000001936,20201231,0000000019,2000,20,04,575100.02,USD,OR
0000001937,20200528,0000000229,1000,10,01,94395.35,EUR,RE
0000001938,20220803,0000000361,2000,20,05,396940.95,COP,ZOR
0000001939,20221219,0000000056,2000,10,04,37932.3,COP,CR
0000001940,20200913,0000000460,2000,30,04,50507.14,USD,RE
0000001941,20200108,0000000370,2000,20,04,879821.84,COP,CR
0000001942,20200827,0000000461,2000,10,04,510628.86,EUR,CR
0000001943,20201225,0000000025,2000,10,04,514344.31,COP,RE
0000001944,20221222,0000000049,2000,10,01,539112.42,EUR,OR
0000001945,20220306,0000000386,2000,10,03,446023.92,EUR,CR
0000001946,20230507,0000000019,2000,30,02,198692.89,EUR,RE
0000001947,20210906,0000000368,1000,30,03,530888.22,COP,RE
0000001948,20200124,0000000162,2000,10,04,616171.87,EUR,RE
0000001949,20220720,0000000176,1000,30,03,402643.1,USD,OR
0000001950,20200510,0000000189,1000,10,05,643877.68,USD,ZOR
0000001951,20230807,0000000482,1000,30,05,141000.83,COP,CR
0000001952,20240308,0000000446,1000,30,01,862661.88,USD,OR
0000001953,20240227,0000000344,2000,30,04,787083.73,USD,ZOR
0000001954,20240806,0000000003,1000,10,02,506995.27,EUR,RE
0000001955,20210710,0000000478,1000,10,04,629037.93,COP,ZOR
0000001956,20221108,0000000112,2000,10,05,613304.17,COP,RE
0000001957,20210301,0000000254,2000,30,05,703578.41,USD,ZOR
0000001958,20230603,0000000446,2000,20,02,540207.52,USD,RE
0000001959,20210813,0000000472,1000,20,03,698391.38,EUR,CR
0000001960,20241202,0000000240,2000,30,05,470239.6,EUR,ZOR
0000001961,20210311,0000000076,1000,30,05,299077.48,COP,RE
0000001962,20241119,0000000008,1000,10,01,770653.29,EUR,CR
0000001963,20230506,0000000414,1000,30,03,268116.63,EUR,OR
0000001964,20201224,0000000472,1000,30,05,909427.76,EUR,OR
0000001965,20220523,0000000390,2000,30,03,316145.58,COP,CR
0000001966,20220512,0000000089,2000,30,03,947440.7,USD,CR
0000001967,20240930,0000000436,1000,20,04,695359.81,EUR,OR
0000001968,20221014,0000000357,1000,10,05,477481.0,USD,OR
0000001969,20240304,0000000064,2000,30,05,930018.43,EUR,OR
0000001970,20231010,0000000487,1000,20,03,559778.95,USD,RE
0000001971,20220816,0000000494,2000,30,02,844112.48,USD,CR
0000001972,20210108,0000000194,1000,20,03,777620.38,COP,OR
0000001973,20211221,0000000346,1000,30,02,528168.06,COP,ZOR
0000001974,20230308,0000000288,1000,10,03,645624.71,USD,OR
0000001975,20210525,0000000158,2000,20,01,146977.2,USD,CR
0000001976,20220916,0000000277,2000,30,02,432907.56,USD,CR
0000001977,20211009,0000000496,2000,30,01,945594.31,EUR,OR
0000001978,20221128,0000000144,1000,10,03,894486.24,COP,RE
0000001979,20201103,0000000141,2000,20,03,159350.14,COP,OR
0000001980,20230608,0000000148,1000,20,02,783553.1,COP,ZOR
0000001981,20230826,0000000457,2000,20,02,789767.3,EUR,OR
0000001982,20240905,0000000327,2000,30,02,320663.69,EUR,RE
0000001983,20240526,0000000176,1000,30,03,868740.43,COP,RE
0000001984,20230521,0000000180,2000,30,05,334250.57,USD,CR
0000001985,20220328,0000000013,1000,20,03,50886.78,COP,ZOR
0000001986,20240407,0000000148,1000,10,01,317917.22,USD,ZOR
0000001987,20210403,0000000458,2000,10,01,492400.45,EUR,CR
0000001988,20230218,0000000160,2000,10,03,819908.32,COP,RE
0000001989,20220402,0000000286,1000,30,04,941243.94,COP,CR
0000001990,20210529,0000000274,2000,10,05,510124.81,USD,RE
0000001991,20211114,0000000147,1000,10,05,240978.24,EUR,OR
0000001992,20210925,0000000250,1000,30,01,689584.34,COP,CR
0000001993,20201120,0000000254,2000,30,03,763916.88,USD,OR
0000001994,20230425,0000000497,2000,10,03,570988.91,COP,OR
0000001995,20220704,0000000151,1000,30,01,674537.39,COP,ZOR
0000001996,20210521,0000000291,2000,10,01,400779.22,COP,CR
0000001997,20210619,0000000467,2000,20,02,849222.68,EUR,OR
0000001998,20200401,0000000090,1000,20,03,778490.61,USD,OR
0000001999,20210511,0000000273,1000,30,03,985381.35,USD,RE
0000002000,20230109,0000000139,1000,20,03,3837.0,EUR,CR
